,Season,Player,Team,GP,MIN,3PM,3PA,height_cm,weight,weight_kg
NBA,2017 - 2018,Maybyner Nene,HOU,11,107.4,0,0,211,250,113
NBA,2017 - 2018,Taj Gibson,MIN,5,123,0,0,206,232,105
NBA,2017 - 2018,Raymond Felton,OKC,6,78.6,7,14,185,205,93
NBA,2017 - 2018,Pau Gasol,SAS,5,90.4,1,3,213,250,113
NBA,2017 - 2018,Ty Lawson,WAS,5,96.3,5,8,180,195,88
NBA,2017 - 2018,Zach Collins,POR,4,69.7,3,14,213,235,107
NBA,2017 - 2018,Evan Turner,POR,3,86.6,2,7,201,220,100
NBA,2017 - 2018,Kyle Anderson,SAS,5,73.5,0,4,206,230,104
NBA,2017 - 2018,Amir Johnson,PHI,8,93.8,0,0,206,240,109
NBA,2017 - 2018,Hassan Whiteside,MIA,5,77,0,0,216,265,120
NBA,2017 - 2018,Luc Mbah a Moute,HOU,9,149.2,3,15,203,230,104
NBA,2017 - 2018,Alex Abrines,OKC,6,109.9,6,13,198,190,86
NBA,2017 - 2018,Jose Calderon,CLE,13,104.5,4,18,191,200,91
NBA,2017 - 2018,Raulzinho Neto,UTA,8,72.1,2,7,185,179,81
NBA,2017 - 2018,Danny Green,SAS,5,102.8,5,20,198,215,98
NBA,2017 - 2018,Jonas Jerebko,UTA,10,79,1,6,208,231,105
NBA,2017 - 2018,Ryan Anderson,HOU,11,95.3,5,15,208,240,109
NBA,2017 - 2018,Tony Snell,MIL,7,133.8,5,21,201,213,97
NBA,2017 - 2018,Trevor Booker,IND,7,63.7,0,1,203,228,103
NBA,2017 - 2018,Gorgui Dieng,MIN,5,70.2,2,5,211,252,114
NBA,2017 - 2018,Bam Adebayo,MIA,5,77.1,0,1,208,255,116
NBA,2017 - 2018,Davis Bertans,SAS,5,82.5,3,16,208,225,102
NBA,2017 - 2018,Cedi Osman,CLE,14,61.7,1,7,203,215,98
NBA,2017 - 2018,Matt Dellavedova,MIL,6,77.6,2,9,193,200,91
NBA,2017 - 2018,Ed Davis,POR,4,70.9,0,0,208,225,102
NBA,2017 - 2018,Tyler Zeller,MIL,7,65.8,0,0,213,259,117
